Certificate Number
16MPP072HPT03
BE/GMP/2016/001
NL/H 16/1009483
409-6/2016-11
DE_BY_04_GMP_2017_0052
UK GMP 46387 Insp GMP 46387/14673770-0003
UK GMP 46387 Insp GMP 46387/14673770-0003
UK GMP 46387 Insp GMP 46387/15275896-0001
UK GMP 14758 Insp GMP 35198/5105743-0004
UK GMP 34886 Insp GMP 34886/834264-0008
76/3
409-6/2016-6
DE_NI_02_GMP_2016_0028
DE_HE_01_GMP_2016_0079
DK H 00083416
DK V 00083416
75761/7-11-2016
UK MIA(IMP) 21439 Insp GMP/IMP 21439/5232980-0001
DE_HE_01_GMP_2017_0045
UK GMP 19196 Insp GMP 19196/612898-0004
UK GMP 8913 Insp GMP 8913/18322-0010
OGYÉI/12351-6/2016
GIF-IW-400/0543_01_01/04/62/16
VMDGMP/T005/2016
UK GMP 14967 Insp GMP 14967/5900-0010
UK GMP 14967 Insp GMP 14967/5900-0010
16MPP064HPT01
HPF/PT/12/2016
HPF/PT/13/2016
IT/E/GMP/API/08/2016
NL/H 16/1009480
VMDGMP/M041/2016
16/10848-7
NL/H 16/1009478a
NL/H 16/1009478b
ES/166HV/16
IT/GMP/E/13-2016
17/02124-2
047/2016/RO
UP/I-530-10/16-03/06; 381-10-05/244-16-13
UK MIA(IMP) 17022 Insp GMP/IMP 11144/1802424-0003
NL/H 16/1010737
NL/H 16/1010739
006/2017/RO
UK GMP 46675 Insp GMP 46675/15093330-0001
UK MIA 11311 Insp GMP/GDP 11311/2100-0029
UK GMP 35478 Insp GMP 35478/15093029-0001
16MPP053NCR
DK H 00083917
OGYÉI/22443-6/2016
UK MIA 735 Insp GMP 735/17577-0008
UK MIA(IMP) 42825 Insp IMP 42825/14292407-0003
UK MIA(IMP) 14523 Insp GMP/IMP 14523/23497-0004
UK MIA(IMP) 19951 Insp IMP 19951/12849-0027
DE_BE_01_GMP_2016_0035
DE_BE_01_GMP_2016_0037
UK MIA(IMP) 11387 Insp GMP/IMP 11387/31430-0012
FT058/S1/MH/001/2016
FT058/S1/MH/001/2016
FT058/S1/MH/001/2016
UK API 1108 Insp GMP 1108/15156-0002 [H]
UK API 1108 Insp GMP 1108/15156-0002 [V]
UK GMP 19823 Insp GMP 19823/354737-0004
UK MIA 4423 Insp GMP/GDP 4423/15342-0024
MT/020HM/2016
UK GMP 36090 Insp GMP 36090/14975665-0001
DE_BY_05_GMP_2019_0060
DE_RP_01_GMP_2016_0051
IT/E/GMP/API/09/2016 rev.1
UK GMP 44604 Insp GMP 44604/12276154-0004
UK MIA 27794 Insp GMP/GDP 133/3787-0020
UK GMP 22481 Insp GMP 22481/1080970-0005 NCR
UK GMP 22913 Insp GMP 22913/1404041-0005
UK GMP 12811 Insp GMP 12811/14959843-0002
DE_BE_01_GMP_2016_0032
FT034/MH/001/2016
HPF/PT/011/2017
LT/09H/2016
DE_BE_01_GMP_2016_0031
040/2016/RO
DK H 00078116
UK MIA 735 Insp GMP 735/17561-0008
UK GMP 24881 Insp GMP 24881/4415033-0002
DE_BY_05_GMP_2016_0068
DE_SH_01_GMP_2017_0002
IT/GMP/E/12-2016
SK/015V/2016
16MPP046HPT01
37/4
IT/GMP/E/11-2016
UK GMP 25315 Insp GMP 25315/13629164-0001
UK GMP 32499 Insp GMP 32499/10778551-0002 [H]
UK GMP 33423 Insp GMP 33423/498770-0008
UK MIA 16924 Insp GMP/GDP 16924/17643-0019
UK MIA(IMP) 13269 Insp GMP/GDP/IMP 13269/29576-0013
HPF/PT/010/2016
ES/147HV/16
OGYI/20631-5/2015
UK MIA(IMP) 44932 Insp IMP 44932/12646246-0001
IT/GMP/E/7-2016
INSP 2015-026-0869333
UK API 14420 Insp GMP 14420/5065-0007 [H]
UK API 14420 Insp GMP 14420/5065-0007 [V]
ES/169HV/16
DK API-H 00078416
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
FI13/S1/MH/01/2016
NL/H 16/1009477
8-Jan
42/7
UK MIA(IMP) 5866 Insp IMP 5866/27277-0030
sukls108755/2016
sukls108755/2016
UK GMP 43253 Insp GMP/IMP 43253/10085167-0003 [V]
UK GMP 8844 Insp GMP 8844/9081-0009
032/2016/RO
IT/E/GMP/API/01/2017
UK GMP 15390 Insp GMP/IMP 15390/6549-0017 [V]
UK MIA(IMP) 116 Insp GMP/IMP 116/90119-0006
UK GMP 15390 Insp GMP 15390/91520-0005
UK GMP 19575 Insp GMP/IMP 19575/3773410-0004 [V]
UK GMP 6268 Insp GMP 6579/604899-0010 [H]
UK GMP 6268 Insp GMP 6579/604899-0010 [V]
DE_SH_01_GMP_2016_0042
IT/E/GMP/API/12/2016
DE_SH_01_GMP_2016_0047
UK MIA 3473 Insp GMP 3473/21113-0015
F054/V/BPF/API/001/2016
UK GMP 36752 Insp GMP 36752/7750465-0002 [H]
UK GMP 36752 Insp GMP 36752/7750465-0002 [V]
Nl/H 16/1008831
UK GMP 43178 Insp GMP/IMP 43178/9986681-0002 [V]
HPF/PT/8/2016
DE_HE_01_GMP_2016_0037
IT/E/GMP/API/03/2017
DE_BW_01_GMP_2018_0016
DE_BY_04_GMP_2018_0082
IT/E/GMP/API/02/2017
DE_BE_01_GMP_2016_0029
DE_HH_01_GMP_2016_0041
DE_HH_01_GMP_2017_0001
SK/014V/2016
DE_BW_01_GMP_2016_0123
FT15/02/2016
FT15/02/2016
IT/GMP/E/8-2016
DK API-H 00082416
