Certificate Number
OGYÉI/66794-1/2023
OGYÉI/6970-2/2021
OGYÉI/6970-2/2021
93/2018/GMP
UK GMP 37207 Insp GMP 37207/2006294-0002
UK GMP 33881 Insp GMP 33881/120518-0005
UK GMP 33881 Insp GMP 33881/120518-0005
UK GMP 33881 Insp GMP 33881/18655867-0001
UK GMP 33881 Insp GMP 33881/18655867-0002
UK GMP 34886 Insp GMP 34886/1148567-0007
UK GMP 34886 Insp GMP 34886/1148567-0007
UK MIA 735 Insp GMP 735/17587-0009
DE_HE_01_GMP_2019_0060
UK MIA(IMP) 57 Insp IMP 57/16600-0029
UK API 44519 Insp GMP 44519/12076689-0001 [H]
UK API 44519 Insp GMP 44519/12076689-0001 [V]
UK GMP 28439 Insp GMP 28439/287401-0001
DE_HH_01_GMP_2019_0020
DK API-H 00110118
FT072/S1/MH/001/2018
IT/E/API/22/2018
VMDGMP/M031/2018
UK GMP 19824 Insp GMP/IMP 19824/7990522-0006 [H]
UK GMP 19824 Insp GMP/IMP 19824/7990522-0006 [V]
UK MIA 17661 Insp GMP/GDP 17661/714421-0013
UK MIA(IMP) 17661 Insp IMP 17661/714421-0012
UK GMP 24881 Insp GMP 24881/18548183-0001
UK MIA 142 Insp GMP/IMP 142/6742-0039
UK MIA 29595 Insp GMP 29595/18244-0038
UK MIA(IMP) 142 Insp GMP/IMP 142/6742-0037
UK MIA(IMP) 29595 Insp GMP/IMP 29595/18244-0039
UK ManA 29595 Insp GMP 29595/18244-0038
OGYÉI/37225-7/2018
OGYÉI/4064-2/2020
DE_RP_01_GMP_2019_0003
ES/080/19
OGYÉI/33941-6/2018
UK MIA 15929 Insp GMP 15929/7308-0012
UK MIA(IMP) 24712 Insp GMP/IMP 24712/27442-0009
UK MIA(IMP) 12689 Insp IMP 12689/27547-0021
UK MIA 735 Insp GMP 735/15931975-0003
ES/079/19
DE_RP_01_GMP_2018_0045
UK MIA 15814 Insp GMP 15814/19754-0002
VMDGMP/M034/2018
VMDGMP/M034/2018
UK MIA 18606 Insp GMP/IMP 18606/11099-0013
UK MIA(IMP) 18606 Insp GMP/IMP 18606/11099-0013
132/5
DE_HB_01_GMP_2019_0001
OGYÉI/26316-9/2017
20-278080
LT/04H/2018
MT/023HM/2019
UK MIA 18869 Insp GMP 18869/22487-0026
UK API 24 Insp GMP 24/18490046-0001
UK MIA 8829 Insp GMP/GDP 8829/11972952-0003
IT/E/APIMED/03/2019 corr.1
OGYÉI/41297-4/2018
UK MIA 1359 Insp GMP 1359/700383-0007
MT/002NCR/2018
NL/H 18/2007738
UK GMP 1093 Insp GMP 1093/1777-0007
UK GMP 16699 Insp GMP/IMP 16699/9507560-0007 [H]
UK GMP 16699 Insp GMP/IMP 16699/9507560-0007 [V]
UK MIA 3105 Insp GMP/GDP 3105/14745-0016
UK MIA(IMP) 116 Insp GMP/IMP 116/525104-0011
UK MIA 43870 Insp GMP/GDP 43870/3752075-0017
OGYÉI/49552-5/2017
VMDGMP/M029/2018
VMDGMP/T030/2018
UK GMP 19949 Insp GMP 19949/18505428-0001
VMDGMP/M038/2018
UK MIA(IMP) 3473 Insp GMP/IMP 3473/4883575-0014
UK MIA(IMP) 3473 Insp IMP 3473/4883575-0014
UK MIA(IMP) 45803 Insp GMP/IMP 45803/4883575-0013
UK GMP 41432 Insp GMP 41432/6618812-0005
UP/I-530-10/18-03/14; 381-10-05/162-18-03
482709-0001
90/2018/GMP
UK MIA 19088 Insp GMP/GDP 19088/2875993-0004
13/13
UK MIA(IMP) 18565 Insp IMP 18565/391109-0015
OGYÉI/9721-6/2018
DE_BY_04_GMP_2018_0139
18/219071
UK MIA 735 Insp GMP 735/93558-0009
482690-0002
UK MIA 3243 Insp GMP 3243/1027023-0020
UK MIA 43196 Insp GMP 43196/18575294-0002
UK GMP 24655 Insp GMP 24655/37128-0009
UK GMP 24881 Insp GMP 24881/41672-0006
FT070/MH/001/2019
FT070/MH/001/2019
UK GMP 41674 Insp GMP/IMP 41674/10587458-0003 [H]
UK GMP 41674 Insp GMP/IMP 41674/10587458-0003 [V]
UK MIA 48804 Insp GMP 48804/18202132-0001
VMDGMP/M026/2018
87/8
87/9
UK API 29595 Insp GMP 29595/18244-0037 [H]
UK API 29595 Insp GMP 29595/18244-0037 [V]
UK GMP 46160 Insp GMP 46160/14297906-0001
UK GMP 46160 Insp GMP 46160/14297908-0001
UK GMP 46160 Insp GMP 46160/18494809-0001
UK GMP 46160 Insp GMP 46160/18494816-0001
DE_BY_04_GMP_2018_0126
UK MIA 735 Insp GMP 735/17583-0006
UK MIA(IMP) 20363 Insp GMP/IMP 20363/16496031-0003
UK MIA 44403 Insp GMP/IMP 44403/13167-0025
UK MIA(IMP) 29581 Insp GMP/IMP 29581/18288507-0001
UK MIA(IMP) 44403 Insp GMP/IMP 44403/13167-0025
